ensembl_gene_id	external_gene_name	B4_WT_2	C4_WT_3	D4_WT_4	E4_GFP_1	F4_GFP_2	G4_GFP_3	H4_GFP_4	A4_WT_1
ENSG00000166436	TRIM66	140	156	132	142	80	94	124	74
ENSG00000166439	RNF169	118	160	123	207	210	217	231	119
ENSG00000166441	RPL27A	19283	18851	17657	15628	15973	21030	19916	15224
ENSG00000166444	ST5	370	401	422	281	545	513	484	319
ENSG00000166446	CDYL2	78	77	105	78	68	117	124	60
ENSG00000166448	TMEM130	0	0	0	0	0	1	1	0
ENSG00000166450	PRTG	29	23	17	108	142	96	142	39
ENSG00000166451	CENPN	61	118	35	23	26	27	30	33
ENSG00000166452	AKIP1	206	303	198	352	316	371	435	167
ENSG00000166454	ATMIN	211	250	250	304	313	432	367	256
ENSG00000166455	C16orf46	24	9	18	25	20	12	8	2
ENSG00000166471	TMEM41B	131	104	75	173	217	154	201	100
ENSG00000166477	LEO1	160	240	125	217	177	139	179	154
ENSG00000166478	ZNF143	31	99	11	43	44	40	39	50
ENSG00000166479	TMX3	402	421	192	447	431	483	361	287
ENSG00000166482	MFAP4	143	41	3	101	173	107	87	45
ENSG00000166483	WEE1	343	267	137	256	201	220	159	253
ENSG00000166484	MAPK7	141	69	3	88	128	85	64	130
ENSG00000166501	PRKCB	0	0	0	0	0	0	0	0
ENSG00000166503	HDGFRP3	927	1225	788	341	328	409	336	896
ENSG00000166507	NDST2	0	0	0	2	8	6	7	3
ENSG00000166508	MCM7	264	155	299	407	337	331	451	155
ENSG00000166509	CLEC3A	0	0	0	1	0	0	0	0
ENSG00000166510	CCDC68	45	32	36	138	173	84	93	71
ENSG00000166523	CLEC4E	0	0	8	0	1	0	0	0
ENSG00000166526	ZNF3	207	154	227	257	219	286	347	169
ENSG00000166527	CLEC4D	0	0	0	0	0	0	0	0
ENSG00000166529	ZSCAN21	13	44	12	92	39	40	38	28
ENSG00000166532	RIMKLB	59	44	10	63	81	110	108	39
ENSG00000166535	A2ML1	0	0	0	0	0	0	0	0
ENSG00000166546	BEAN1	0	0	0	2	0	0	0	0
ENSG00000166548	TK2	218	211	133	166	170	204	156	130
ENSG00000166557	TMED3	665	678	499	419	455	444	512	421
ENSG00000166558	SLC38A8	0	0	0	5	0	0	0	0
ENSG00000166562	SEC11C	72	77	41	148	129	127	93	58
ENSG00000166569	CPLX4	0	0	0	0	0	0	0	0
ENSG00000166573	GALR1	0	0	0	0	0	0	0	0
ENSG00000166575	TMEM135	81	95	31	57	74	78	100	72
ENSG00000166578	IQCD	17	20	19	4	13	8	16	16
ENSG00000166579	NDEL1	229	204	136	292	334	212	223	231
ENSG00000166582	CENPV	31	10	2	29	55	24	42	21
ENSG00000166589	CDH16	0	0	0	0	0	0	0	0
ENSG00000166592	RRAD	3	0	5	14	4	21	11	0
ENSG00000166595	FAM96B	384	483	317	538	619	551	476	294
ENSG00000166596	CFAP52	2	0	13	2	0	1	2	0
ENSG00000166598	HSP90B1	3734	4727	2875	2505	2901	2073	1570	3468
ENSG00000166603	MC4R	0	0	0	0	2	0	0	0
ENSG00000166619	BLCAP	931	871	506	270	255	209	204	793
ENSG00000166634	SERPINB12	0	0	0	0	0	0	0	0
ENSG00000166664	CHRFAM7A	0	0	0	0	0	0	0	0
ENSG00000166669	ATF7IP2	27	32	32	4	20	9	6	25
ENSG00000166670	MMP10	0	0	0	0	0	0	4	0
ENSG00000166676	TVP23A	0	0	0	3	0	1	1	0
ENSG00000166681	NGFRAP1	4143	3632	2284	4111	4711	3696	3624	3251
ENSG00000166682	TMPRSS5	0	0	6	4	0	0	0	0
ENSG00000166685	COG1	122	104	131	247	236	259	297	156
ENSG00000166689	PLEKHA7	0	0	0	4	2	0	3	2
ENSG00000166704	ZNF606	15	18	11	18	27	16	37	37
ENSG00000166707	ZCCHC18	1	0	0	6	3	4	3	0
ENSG00000166710	B2M	15473	15423	7829	36475	42827	43711	35318	13767
ENSG00000166716	ZNF592	57	59	36	85	106	87	122	28
ENSG00000166734	CASC4	248	430	221	446	427	300	265	252
ENSG00000166736	HTR3A	0	0	0	0	0	0	0	0
ENSG00000166741	NNMT	519	532	452	2110	2423	2557	2713	344
ENSG00000166743	ACSM1	0	0	0	0	0	2	0	0
ENSG00000166747	AP1G1	260	270	161	201	270	204	216	108
ENSG00000166750	SLFN5	505	581	445	2649	2804	2866	2362	447
ENSG00000166762	CATSPER2	32	18	22	8	21	16	16	17
ENSG00000166770	ZNF667-AS1	7	22	0	21	36	36	29	26
ENSG00000166780	C16orf45	446	442	325	629	735	462	469	415
ENSG00000166783	KIAA0430	313	336	366	315	303	386	355	304
ENSG00000166788	SAAL1	72	77	41	107	119	95	92	46
ENSG00000166793	YPEL4	23	8	1	6	10	20	20	21
ENSG00000166794	PPIB	589	698	453	562	601	588	525	672
ENSG00000166796	LDHC	0	0	0	0	0	0	0	0
ENSG00000166797	FAM96A	212	358	107	255	357	282	223	184
ENSG00000166800	LDHAL6A	0	0	0	0	0	0	0	0
ENSG00000166801	FAM111A	572	623	562	747	735	790	806	543
ENSG00000166803	KIAA0101	459	357	147	199	287	178	167	295
ENSG00000166813	KIF7	27	110	26	153	179	123	116	55
ENSG00000166816	LDHD	6	0	0	0	2	0	7	0
ENSG00000166819	PLIN1	0	0	0	0	0	0	0	0
ENSG00000166821	PEX11A	85	62	44	73	90	75	79	66
ENSG00000166822	TMEM170A	85	71	18	79	115	138	114	75
ENSG00000166823	MESP1	0	0	0	3	1	12	0	2
ENSG00000166825	ANPEP	1013	1136	878	2349	2526	2609	2964	1328
ENSG00000166828	SCNN1G	0	0	0	0	0	0	0	0
ENSG00000166831	RBPMS2	0	0	0	4	0	0	0	0
ENSG00000166833	NAV2	472	523	488	631	599	579	712	286
ENSG00000166839	ANKDD1A	26	23	6	30	42	25	28	17
ENSG00000166840	GLYATL1	0	2	0	2	0	0	0	0
ENSG00000166845	C18orf54	135	82	105	74	63	46	45	97
ENSG00000166847	DCTN5	609	543	552	397	385	399	520	430
ENSG00000166848	TERF2IP	559	654	421	888	873	876	859	466
ENSG00000166851	PLK1	305	284	229	40	65	66	67	286
ENSG00000166855	CLPX	153	116	77	149	171	134	185	120
ENSG00000166856	GPR182	0	0	0	0	0	0	0	0
ENSG00000166860	ZBTB39	43	47	27	68	44	54	50	13
ENSG00000166862	CACNG2	0	0	0	0	0	0	0	0
ENSG00000166863	TAC3	0	0	8	0	2	6	0	0
ENSG00000166866	MYO1A	0	0	0	0	0	0	0	0
ENSG00000166869	CHP2	0	0	0	0	0	0	0	0
ENSG00000166881	NEMP1	70	69	18	59	51	45	42	53
ENSG00000166884	OR4D6	0	0	0	0	0	0	0	0
ENSG00000166886	NAB2	90	97	28	225	256	154	136	104
ENSG00000166887	VPS39	199	199	93	189	203	177	186	165
ENSG00000166888	STAT6	661	562	426	583	564	699	678	562
ENSG00000166889	PATL1	185	292	59	1029	1053	674	671	248
ENSG00000166896	XRCC6BP1	49	36	13	25	23	31	35	51
ENSG00000166897	ELFN2	66	48	15	78	47	42	58	47
ENSG00000166900	STX3	244	189	117	150	137	114	112	200
ENSG00000166902	MRPL16	252	229	98	232	225	202	165	219
ENSG00000166908	PIP4K2C	144	257	31	398	340	192	168	157
ENSG00000166912	MTMR10	94	46	86	110	52	78	66	63
ENSG00000166913	YWHAB	4316	4317	3261	4671	4978	5182	4824	3737
ENSG00000166917	MIR202HG	0	0	0	0	0	0	0	0
ENSG00000166920	C15orf48	0	0	0	38	17	13	9	0
ENSG00000166922	SCG5	21	5	21	77	96	75	74	4
ENSG00000166923	GREM1	190	214	94	1131	1169	1096	983	133
ENSG00000166924	NYAP1	0	0	0	0	0	0	0	0
ENSG00000166925	TSC22D4	125	126	35	153	164	105	101	142
ENSG00000166926	MS4A6E	0	0	0	0	0	0	0	0
ENSG00000166927	MS4A7	0	2	0	0	0	0	0	0
ENSG00000166928	MS4A14	0	0	0	0	0	0	0	0
ENSG00000166930	MS4A5	0	0	0	0	0	0	0	0
ENSG00000166938	DIS3L	45	181	44	100	114	146	137	94
ENSG00000166946	CCNDBP1	96	85	42	101	113	98	118	107
ENSG00000166947	EPB42	0	5	0	0	0	0	0	0
ENSG00000166948	TGM6	0	0	0	0	0	0	0	0
ENSG00000166949	SMAD3	181	218	194	213	281	287	348	163
ENSG00000166959	MS4A8	0	0	0	0	0	0	0	0
ENSG00000166960	CCDC178	0	0	0	0	0	0	0	0
ENSG00000166961	MS4A15	0	0	0	0	0	0	0	0
ENSG00000166963	MAP1A	994	867	818	977	1159	1337	1223	790
ENSG00000166965	RCCD1	46	44	23	66	60	112	59	59
ENSG00000166971	AKTIP	19	0	17	5	18	10	10	10
ENSG00000166974	MAPRE2	219	222	268	354	294	305	270	212
ENSG00000166979	EVA1C	9	26	14	40	30	43	30	24
ENSG00000166984	TCP10L2	0	0	0	0	0	0	0	0
ENSG00000166986	MARS	279	361	113	639	623	477	622	261
ENSG00000166987	MBD6	199	249	168	266	250	161	201	216
ENSG00000166997	CNPY4	172	151	71	125	79	108	90	126
ENSG00000167004	PDIA3	1569	1859	1597	1132	1348	1436	1152	1517
ENSG00000167005	NUDT21	324	304	78	393	370	220	187	286
ENSG00000167011	NAT16	0	0	0	0	1	5	0	1
ENSG00000167014	C15orf43	0	0	0	0	0	0	0	0
ENSG00000167034	NKX3-1	35	53	47	19	38	45	33	21
ENSG00000167037	SGSM1	0	0	0	1	0	0	0	0
ENSG00000167046	AL357033.1	0	0	0	10	0	0	3	0
ENSG00000167065	DUSP18	105	57	132	104	87	124	183	117
ENSG00000167074	TEF	84	58	33	57	55	49	45	53
ENSG00000167077	MEI1	0	19	6	4	3	3	1	1
ENSG00000167080	B4GALNT2	0	0	0	0	0	0	0	0
ENSG00000167081	PBX3	233	223	206	229	246	220	205	209
ENSG00000167083	GNGT2	0	0	0	0	8	11	4	0
ENSG00000167085	PHB	488	677	532	639	646	609	702	544
ENSG00000167088	SNRPD1	500	346	367	557	635	532	593	320
ENSG00000167094	TTC16	0	0	0	0	1	1	2	0
ENSG00000167098	SUN5	0	0	0	0	0	0	0	0
ENSG00000167100	SAMD14	0	0	0	7	6	12	4	2
ENSG00000167103	PIP5KL1	14	2	0	6	11	13	11	8
ENSG00000167104	BPIFB6	0	0	0	0	0	0	0	0
ENSG00000167105	TMEM92	0	0	0	0	0	0	1	0
ENSG00000167106	FAM102A	135	184	147	135	155	183	182	170
ENSG00000167107	ACSF2	126	128	126	24	48	54	40	49
ENSG00000167110	GOLGA2	1200	1340	1508	1594	1826	2241	2400	955
ENSG00000167112	TRUB2	159	94	152	166	162	162	187	106
ENSG00000167113	COQ4	177	153	127	149	156	184	215	140
ENSG00000167114	SLC27A4	41	28	34	22	44	48	61	45
ENSG00000167118	URM1	244	304	331	350	525	429	447	372
ENSG00000167123	CERCAM	299	353	185	326	392	331	461	253
ENSG00000167130	DOLPP1	153	92	38	51	97	76	60	101
ENSG00000167131	CCDC103	0	0	0	0	0	0	0	0
ENSG00000167136	ENDOG	144	65	150	68	71	66	88	93
ENSG00000167139	TBC1D21	0	0	0	0	0	0	0	0
ENSG00000167157	PRRX2	42	52	38	290	313	191	181	79
ENSG00000167165	UGT1A6	0	2	0	0	0	1	1	0
ENSG00000167173	C15orf39	70	26	25	93	108	93	163	20
ENSG00000167178	ISLR2	0	0	0	0	0	1	5	0
ENSG00000167182	SP2	64	84	27	51	78	60	68	61
ENSG00000167183	PRR15L	0	0	0	0	0	0	0	0
ENSG00000167186	COQ7	41	47	20	42	18	34	56	35
ENSG00000167191	GPRC5B	71	81	57	7	4	6	4	60
ENSG00000167193	CRK	466	491	197	549	481	482	494	350
ENSG00000167194	C16orf92	0	0	0	0	0	0	0	0
ENSG00000167195	GOLGA6C	0	0	0	0	0	0	0	0
ENSG00000167196	FBXO22	382	373	263	588	555	656	623	311
ENSG00000167202	TBC1D2B	218	256	124	181	176	148	160	218
ENSG00000167207	NOD2	0	0	0	4	0	3	2	7
ENSG00000167208	SNX20	0	0	0	0	0	0	0	0
ENSG00000167210	LOXHD1	0	0	0	0	0	0	0	0
ENSG00000167216	KATNAL2	45	40	10	21	15	27	18	6
ENSG00000167220	HDHD2	140	204	234	193	251	250	290	155
ENSG00000167232	ZNF91	72	148	67	80	133	102	84	74
ENSG00000167244	IGF2	114	142	77	72	77	51	61	74
ENSG00000167257	RNF214	176	133	105	166	190	214	191	71
ENSG00000167258	CDK12	438	353	406	605	632	783	731	334
ENSG00000167261	DPEP2	10	8	0	0	0	0	0	0
ENSG00000167264	DUS2	85	80	36	59	57	64	74	46
ENSG00000167272	POP5	122	154	129	141	105	152	89	98
ENSG00000167280	ENGASE	61	86	24	58	76	85	101	48
ENSG00000167281	RBFOX3	1	0	4	0	0	0	0	1
ENSG00000167283	ATP5L	1624	1762	1422	1451	1711	1469	1415	1379
ENSG00000167286	CD3D	0	0	0	0	0	0	0	0
ENSG00000167291	TBC1D16	125	180	177	218	205	233	271	169
ENSG00000167302	ENTHD2	137	113	160	198	178	139	145	160
ENSG00000167306	MYO5B	0	0	0	0	1	0	2	0
ENSG00000167311	ART5	0	0	0	0	0	2	0	0
ENSG00000167315	ACAA2	165	129	120	52	87	141	98	88
ENSG00000167323	STIM1	212	280	164	265	261	328	317	177
ENSG00000167325	RRM1	1343	1499	811	590	676	428	561	1089
ENSG00000167332	OR51E2	4	1	0	2	0	2	1	19
ENSG00000167333	TRIM68	43	98	31	43	41	68	77	37
ENSG00000167346	MMP26	0	0	0	0	0	0	0	0
ENSG00000167359	OR51I1	0	0	0	0	0	0	0	0
ENSG00000167360	OR51Q1	0	0	0	0	0	0	0	0
ENSG00000167363	FN3K	1	0	0	14	1	8	3	1
ENSG00000167371	PRRT2	63	74	17	107	134	120	120	61
ENSG00000167377	ZNF23	0	6	3	1	0	5	0	0
ENSG00000167378	IRGQ	114	139	85	98	100	120	121	129
ENSG00000167380	ZNF226	114	150	67	183	136	114	149	130
ENSG00000167384	ZNF180	35	23	10	22	24	38	25	17
ENSG00000167393	PPP2R3B	290	179	141	44	50	51	61	112
ENSG00000167394	ZNF668	125	53	90	61	115	75	117	45
ENSG00000167395	ZNF646	60	30	33	90	81	121	125	76
ENSG00000167397	VKORC1	712	585	598	777	793	853	961	698
ENSG00000167414	GNG8	5	0	0	0	0	0	4	0
ENSG00000167419	LPO	0	0	0	0	6	0	0	0
ENSG00000167434	CA4	0	0	0	0	0	0	0	0
ENSG00000167447	SMG8	8	11	1	26	31	32	21	14
ENSG00000167460	TPM4	4304	4480	3910	4181	4577	4411	4308	3948
ENSG00000167461	RAB8A	353	234	281	409	423	525	455	267
ENSG00000167468	GPX4	1032	910	753	814	1023	959	998	822
ENSG00000167470	MIDN	792	947	482	1541	1296	1215	1296	702
ENSG00000167476	JSRP1	0	4	0	0	5	0	0	0
ENSG00000167483	FAM129C	0	0	1	2	11	3	14	1
ENSG00000167487	KLHL26	25	26	26	58	51	49	50	3
ENSG00000167491	GATAD2A	340	294	292	379	340	400	354	278
ENSG00000167508	MVD	234	318	237	230	239	208	279	113
ENSG00000167513	CDT1	57	33	80	73	63	71	93	44
ENSG00000167515	TRAPPC2L	367	363	608	271	350	403	355	413
ENSG00000167522	ANKRD11	2005	2369	1660	3262	2898	3106	3174	1730
ENSG00000167523	SPATA33	101	72	114	79	121	88	102	51
ENSG00000167524	SGK494	16	42	23	46	88	52	61	35
ENSG00000167525	PROCA1	28	0	34	23	19	13	14	4
ENSG00000167526	RPL13	6182	6635	3633	4552	5328	3742	3586	5829
ENSG00000167528	ZNF641	73	52	24	51	48	41	34	20
ENSG00000167531	LALBA	0	0	0	0	0	0	0	0
ENSG00000167535	CACNB3	143	169	195	210	260	274	249	122
ENSG00000167536	DHRS13	18	20	19	28	6	17	20	17
ENSG00000167543	TP53I13	148	225	124	145	208	176	203	130
ENSG00000167548	KMT2D	60	64	44	77	98	117	90	26
ENSG00000167549	CORO6	4	0	3	8	1	11	20	2
ENSG00000167550	RHEBL1	8	7	7	43	45	28	28	6
ENSG00000167552	TUBA1A	1129	1427	545	542	660	428	394	973
ENSG00000167553	TUBA1C	1965	2366	1618	1536	1415	1343	1479	1713
ENSG00000167554	ZNF610	11	0	18	4	27	8	18	13
ENSG00000167555	ZNF528	119	143	78	104	99	93	94	99
ENSG00000167562	ZNF701	128	55	88	62	91	113	127	56
ENSG00000167565	SERTAD3	36	64	0	19	42	24	14	26
ENSG00000167566	NCKAP5L	146	160	152	147	189	229	221	107
ENSG00000167578	RAB4B	75	87	29	96	83	84	65	36
ENSG00000167580	AQP2	0	0	0	0	0	0	0	0
ENSG00000167588	GPD1	0	0	0	0	0	2	2	0
ENSG00000167595	PROSER3	85	130	69	110	105	117	147	87
ENSG00000167600	CYP2S1	10	15	24	0	0	0	0	18
ENSG00000167601	AXL	657	745	717	1457	1401	1593	1677	625
ENSG00000167604	NFKBID	11	13	11	2	34	24	15	22
ENSG00000167608	TMC4	3	0	0	2	3	2	17	0
ENSG00000167612	ANKRD33	0	0	0	0	0	0	0	0
ENSG00000167613	LAIR1	0	0	0	0	0	0	0	0
ENSG00000167614	TTYH1	0	0	1	3	0	0	0	0
ENSG00000167615	LENG8	203	251	280	358	398	345	444	144
ENSG00000167617	CDC42EP5	26	42	44	160	140	115	145	17
ENSG00000167618	LAIR2	0	8	0	0	0	0	0	0
ENSG00000167619	TMEM145	0	0	0	8	0	8	11	2
ENSG00000167625	ZNF526	88	77	122	123	97	116	125	79
ENSG00000167632	TRAPPC9	50	75	70	60	44	34	53	55
ENSG00000167633	KIR3DL1	0	0	0	0	0	0	0	0
ENSG00000167634	NLRP7	0	0	0	0	0	0	0	0
ENSG00000167635	ZNF146	205	168	129	278	259	185	172	172
ENSG00000167637	ZNF283	49	16	11	106	47	20	36	44
ENSG00000167641	PPP1R14A	0	2	0	0	0	0	0	0
ENSG00000167642	SPINT2	0	5	0	4	0	1	4	6
ENSG00000167644	C19orf33	0	0	0	0	0	0	0	0
ENSG00000167645	YIF1B	140	126	75	73	72	107	103	140
ENSG00000167646	DNAAF3	0	0	3	17	6	0	1	0
ENSG00000167653	PSCA	40	19	0	16	26	12	9	23
ENSG00000167654	ATCAY	0	0	0	0	0	0	0	0
ENSG00000167656	LY6D	10	9	18	0	0	0	1	6
ENSG00000167657	DAPK3	127	287	323	286	391	278	353	112
ENSG00000167658	EEF2	6161	6120	5292	5396	6066	5425	6367	5773
ENSG00000167664	TMIGD2	0	0	0	0	0	0	0	0
ENSG00000167670	CHAF1A	124	124	84	113	101	106	143	137
ENSG00000167671	UBXN6	594	599	658	524	538	678	697	469
ENSG00000167674	HDGFRP2	92	147	142	178	183	213	232	110
ENSG00000167676	PLIN4	6	31	12	2	8	0	0	20
ENSG00000167680	SEMA6B	0	0	2	0	0	0	0	0
ENSG00000167685	ZNF444	67	89	103	181	156	141	158	61
ENSG00000167693	NXN	430	640	694	210	315	244	294	566
ENSG00000167695	FAM57A	60	97	64	107	120	118	105	88
ENSG00000167699	GLOD4	148	138	39	182	172	168	77	171
ENSG00000167700	MFSD3	145	131	127	117	170	165	183	80
ENSG00000167701	GPT	0	0	0	2	0	0	8	0
ENSG00000167702	KIFC2	275	220	258	205	199	241	299	278
ENSG00000167703	SLC43A2	274	339	166	30	34	52	36	237
ENSG00000167705	RILP	41	74	37	38	28	40	43	134
ENSG00000167711	SERPINF2	0	0	0	1	5	10	0	0
ENSG00000167716	WDR81	45	32	50	106	48	64	122	42
ENSG00000167720	SRR	24	21	10	23	15	28	24	34
ENSG00000167721	TSR1	238	297	167	338	371	284	328	156
ENSG00000167723	TRPV3	0	0	0	0	0	0	0	0
ENSG00000167733	HSD11B1L	114	86	48	38	61	59	46	58
ENSG00000167740	CYB5D2	222	228	213	331	246	276	258	210
ENSG00000167741	GGT6	33	10	20	0	0	0	0	9
ENSG00000167747	C19orf48	84	99	34	193	181	185	132	85
ENSG00000167748	KLK1	0	17	0	0	0	0	0	0
ENSG00000167749	KLK4	0	0	0	0	0	0	0	0
ENSG00000167751	KLK2	0	0	0	1	0	0	0	0
ENSG00000167754	KLK5	48	125	68	0	0	0	0	46
ENSG00000167755	KLK6	0	0	0	0	0	0	0	0
ENSG00000167757	KLK11	0	0	5	0	0	0	0	0
ENSG00000167759	KLK13	0	0	0	0	0	0	0	0
ENSG00000167766	ZNF83	189	129	114	208	234	229	177	123
ENSG00000167767	KRT80	0	0	0	17	0	1	8	1
ENSG00000167768	KRT1	0	0	0	0	0	0	0	0
ENSG00000167769	ACER1	0	0	0	0	0	0	0	0
ENSG00000167770	OTUB1	452	391	379	460	540	512	599	318
ENSG00000167771	RCOR2	5	0	0	1	5	4	9	0
ENSG00000167772	ANGPTL4	85	73	33	37	32	17	45	33
ENSG00000167774	AC010323.1	0	0	0	0	0	0	0	0
ENSG00000167775	CD320	191	167	170	195	268	261	267	133
ENSG00000167778	SPRYD3	157	145	224	158	138	193	219	128
ENSG00000167779	IGFBP6	341	324	284	1425	1321	1674	1660	250
ENSG00000167780	SOAT2	0	0	0	0	0	0	6	0
ENSG00000167785	ZNF558	24	38	11	36	54	29	27	8
ENSG00000167791	CABP2	0	0	0	0	0	0	0	0
ENSG00000167792	NDUFV1	340	607	503	338	454	431	425	376
ENSG00000167797	CDK2AP2	380	327	343	136	164	171	190	356
ENSG00000167799	NUDT8	61	41	27	19	30	25	35	12
ENSG00000167800	TBX10	0	0	0	0	0	0	0	0
ENSG00000167807	AC011511.1	14	12	18	16	22	51	23	5
ENSG00000167815	PRDX2	312	333	216	205	193	233	205	284
ENSG00000167822	OR8J3	0	0	0	0	0	0	0	0
ENSG00000167825	OR5I1	0	0	0	0	0	0	0	0
ENSG00000167840	ZNF232	29	57	19	44	31	35	21	23
ENSG00000167842	MIS12	51	46	55	79	71	67	86	30
ENSG00000167850	CD300C	0	0	0	0	0	5	0	0
ENSG00000167851	CD300A	0	0	0	0	6	0	0	0
ENSG00000167858	TEKT1	0	0	0	0	0	0	0	0
ENSG00000167861	HID1	0	0	0	0	0	0	0	0
ENSG00000167862	ICT1	63	123	115	187	230	133	134	77
ENSG00000167863	ATP5H	923	910	284	857	896	634	506	698
ENSG00000167874	TMEM88	2	4	0	5	9	4	8	5
ENSG00000167880	EVPL	0	19	0	2	1	0	0	3
ENSG00000167881	SRP68	230	258	176	264	274	215	208	174
ENSG00000167889	MGAT5B	26	26	16	4	5	4	12	24
ENSG00000167895	TMC8	0	0	0	0	0	0	0	0
ENSG00000167900	TK1	182	200	89	102	123	100	118	161
ENSG00000167904	TMEM68	85	44	3	54	78	46	66	63
ENSG00000167910	CYP7A1	0	0	0	0	0	0	0	0
ENSG00000167912	AC090152.1	18	0	0	41	27	17	13	4
ENSG00000167914	GSDMA	0	0	0	0	0	0	0	0
ENSG00000167916	KRT24	0	0	0	0	0	5	0	0
ENSG00000167920	TMEM99	56	132	23	64	106	45	67	84
ENSG00000167925	GHDC	36	32	24	75	57	44	50	48
ENSG00000167930	FAM234A	501	389	391	431	478	430	486	359
ENSG00000167941	SOST	0	0	0	0	12	21	11	0
ENSG00000167945	PRR25	0	0	0	0	0	0	0	0
ENSG00000167962	ZNF598	177	126	116	307	332	263	324	140
ENSG00000167964	RAB26	58	19	2	2	14	17	14	12
ENSG00000167965	MLST8	102	153	146	116	102	119	104	68
ENSG00000167967	E4F1	82	85	65	79	99	88	106	57
ENSG00000167968	DNASE1L2	0	0	10	8	5	2	6	0
ENSG00000167969	ECI1	119	199	161	163	228	219	212	169
ENSG00000167971	CASKIN1	0	0	1	3	8	1	1	1
ENSG00000167972	ABCA3	6	1	0	0	0	4	2	0
ENSG00000167977	KCTD5	41	70	17	66	106	64	52	46
ENSG00000167978	SRRM2	2895	3074	3229	4223	4604	4339	4812	2508
ENSG00000167981	ZNF597	7	25	0	31	26	29	18	11
ENSG00000167984	NLRC3	4	25	0	0	0	0	2	19
ENSG00000167985	SDHAF2	158	112	116	146	142	138	142	118
ENSG00000167986	DDB1	1265	1244	746	769	836	592	558	1084
ENSG00000167987	VPS37C	202	179	109	254	286	315	419	141
ENSG00000167992	VWCE	33	12	0	21	15	3	26	6
ENSG00000167994	RAB3IL1	17	8	39	69	82	91	134	0
ENSG00000167995	BEST1	0	8	0	20	25	17	36	0
ENSG00000167996	FTH1	8415	8597	4841	19305	20925	12820	12957	7920
ENSG00000168000	BSCL2	0	0	0	1	5	3	0	0
ENSG00000168002	POLR2G	503	532	549	634	571	550	604	474
ENSG00000168003	SLC3A2	1488	1585	880	2644	2591	2036	2231	1475
ENSG00000168004	HRASLS5	0	0	0	0	0	0	0	0
ENSG00000168005	C11orf84	67	41	14	125	72	50	62	79
ENSG00000168010	ATG16L2	153	228	125	174	176	174	196	132
ENSG00000168014	C2CD3	119	102	21	70	77	77	105	60
ENSG00000168016	TRANK1	87	57	40	242	343	213	205	47
ENSG00000168026	TTC21A	56	82	69	63	83	54	56	20
ENSG00000168028	RPSA	1498	1678	1041	1277	1458	991	1011	1461
ENSG00000168032	ENTPD3	5	0	1	0	0	0	0	1
ENSG00000168036	CTNNB1	1597	1697	892	775	745	689	762	1506
ENSG00000168038	ULK4	31	38	68	35	52	74	46	35
ENSG00000168040	FADD	151	113	81	240	252	187	211	115
ENSG00000168056	LTBP3	268	194	156	260	314	381	401	177
ENSG00000168060	NAALADL1	0	0	0	0	0	0	0	0
ENSG00000168061	SAC3D1	204	223	194	167	220	164	179	138
ENSG00000168062	BATF2	14	13	31	559	504	544	519	2
ENSG00000168065	SLC22A11	0	0	0	0	3	5	0	0
ENSG00000168066	SF1	584	609	441	1065	1019	882	1066	606
ENSG00000168067	MAP4K2	65	123	44	76	73	65	70	67
ENSG00000168070	C11orf85	0	0	0	0	0	1	0	0
ENSG00000168071	CCDC88B	6	8	24	16	6	7	13	9
ENSG00000168077	SCARA3	364	340	289	80	71	108	116	281
ENSG00000168078	PBK	98	115	84	53	80	83	67	121
ENSG00000168079	SCARA5	3	2	19	5	1	1	1	10
ENSG00000168081	PNOC	0	0	0	0	0	0	0	4
ENSG00000168090	COPS6	549	666	394	557	632	617	636	462
ENSG00000168092	PAFAH1B2	1148	1316	701	1281	1469	1248	1245	873
ENSG00000168096	ANKS3	74	88	53	76	47	64	86	39
ENSG00000168101	NUDT16L1	159	136	106	116	163	116	112	175
ENSG00000168116	KIAA1586	132	123	94	112	107	78	80	80
ENSG00000168118	RAB4A	261	344	173	62	157	52	58	273
ENSG00000168124	OR1F1	0	0	0	0	0	0	0	0
ENSG00000168131	OR2B2	0	0	0	0	0	0	0	0
ENSG00000168135	KCNJ4	0	0	0	0	0	0	0	0
ENSG00000168137	SETD5	1067	1259	1016	1743	2107	2241	2059	1068
ENSG00000168140	VASN	105	153	80	264	345	493	511	81
ENSG00000168143	FAM83B	17	6	0	0	0	0	0	4
ENSG00000168148	HIST3H3	0	0	0	0	0	0	0	0
ENSG00000168152	THAP9	4	3	11	3	20	5	2	11
ENSG00000168158	OR2C1	0	0	0	0	0	0	0	0
ENSG00000168159	RNF187	1126	1335	1328	1052	1107	1592	1746	944
ENSG00000168172	HOOK3	763	739	652	764	805	950	939	749
ENSG00000168175	MAPK1IP1L	339	402	293	506	565	515	586	391
ENSG00000168209	DDIT4	467	547	329	814	974	610	616	344
ENSG00000168214	RBPJ	464	478	246	397	471	422	481	339
ENSG00000168216	LMBRD1	155	116	30	131	89	91	66	80
ENSG00000168228	ZCCHC4	47	42	12	76	47	50	29	13
ENSG00000168229	PTGDR	0	0	0	0	0	0	0	0
ENSG00000168234	TTC39C	208	201	157	226	239	216	188	146
ENSG00000168237	GLYCTK	22	3	26	9	46	25	24	2
ENSG00000168243	GNG4	0	3	0	5	0	9	9	0
ENSG00000168246	UBTD2	104	61	68	143	148	129	82	88
